full_text,text_clean,Label
Masa lalu yang kelam seharusnya menjadi batasan bagi ambisi politik Prabowo. @ana877963220336  Pelanggar HAM https://t.co/6YK7J8S09k,masa lalu yang kelam seharusnya menjadi batasan bagi ambisi politik prabowo pelanggar ham,negatif
Prabowo yang pernah bobrok sama pelanggaran HAM  masa iya kita mau negara dipegang orang kayak gitu? @amerhazzim  Gemoy Penculik tangkap prabowo https://t.co/TdXufemfLG,prabowo yang pernah bobrok sama pelanggaran ham masa iya kita mau negara dipegang orangkayakgitu gemoy penculik tangkap prabowo,negatif
Pencalonan Prabowo adalah ejekan terhadap korban pelanggaran HAM.@YaniljKuswandar  Pelanggar HAM https://t.co/c38bGZordP,pencalonan prabowo adalah ejekan terhadap korban pelanggaran ham pelanggar ham,negatif
Prabowo capres yg hancurkan moral bangsa @putrianasih2402  Capres Pelanggar HAM https://t.co/BnER0645Tf,prabowo capres yg hancurkan moral bangsa capres pelanggar ham,negatif
MC: topik pertama adalah HAM  Prabowo: https://t.co/uXC2Q0t6vS,mc topik pertama adalah ham prabowo,negatif
Prabowo seolah-olah meremehkan martabat rakyat dengan mencalonkan diri. @NMarinkah  Pelanggar HAM https://t.co/5OyWnelXmx,prabowo seolaholah meremehkan martabat rakyat dengan mencalonkan diri pelanggar ham,negatif
Prabowo? Dia TNI yang diberhentikan tanpa hormat  jangan biarkan ia memimpin @let_telolet PELANGGAR HAM https://t.co/Flp8eicR8v,prabowo dia tni yang diberhentikan tanpa hormat jangan biarkan ia memimpin pelanggar ham,negatif
prabowo percuma ngomongamakan ham klo track recordnya ga mendukung @Aki_Taku17  Gemoy Penculik tangkap prabowo https://t.co/jUkwAAdrWX,prabowo percuma ngomongamakan ham klo track recordnya ga mendukung gemoy penculik tangkap prabowo,negatif
Catatan kelam membuat Prabowo tidak pantas jadi pemimpin negara.@HasnadyHutasoit  Pelanggar HAM https://t.co/iFyEEXjfHc,catatan kelam membuat prabowo tidak pantas jadi pemimpin negara pelanggar ham,negatif
Apakah ini bentuk ketidakpedulian Prabowo pada isu HAM @macaronchocos Gemoy Penculik TangkapPRABOWO https://t.co/EzPHbIxw3U,apakah ini bentuk ketidakpedulian prabowo pada isu ham gemoy penculik tangkapprabowo,negatif
Gimana bisa percaya sama Prabowo  masa lupa sama dosa pelanggaran HAM yang pernah dia lakukan? @ambiya_mohammad  Gemoy Penculik tangkap prabowo https://t.co/YxzsZSkmOh,gimana bisa percaya sama prabowo masa lupa sama dosa pelanggaran ham yang pernah dia lakukan gemoy penculik tangkap prabowo,negatif
Memilih prabowo sama saja dengan mengabaikan rasa keadilan bagi para korban HAM @lynn_nnyl_ Gemoy Penculik TangkapPRABOWO https://t.co/gwwZ5kzNG4,memilih prabowo sama saja dengan mengabaikan rasa keadilan bagi para korban ham gemoy penculik tangkapprabowo,negatif
Ganjar - Mahfud dipercayai sebagai sosok yang bersih dan jujur  tanpa catatan pelanggaran HAM seperti Prabowo. @RiyantoRiy24988  https://t.co/vuV9A3XkpX,ganjar mahfud dipercayai sebagai sosok yang bersih dan jujur tanpa catatan pelanggaran ham seperti prabowo,negatif
Lha yg pecat Prabowo krn pelanggaran HAM kan anda pak. Masa sih negara sebesar ini harus dipimpin seorang penculik dan pelanggar HAM. Sejatinya dlm Islam  memilih seorang pemimpin itu dilihat masa lalunya  bukan janji2 kampanye nya pak,lha yg pecat prabowo krn pelanggaran ham kan anda pak masa sih negara sebesar ini harus dipimpin seorang penculik dan pelanggar ham sejatinya dlm islam memilih seorang pemimpin itu dilihat masa lalunya bukan janji kampanye nya pak,negatif
@joko_maryadi @mjaya2007 @xquitavee Tanya juga tuh ke Mahfud MD  klo prabowo adalah pelanggar HAM  kok bisa pak Mahfud jd timses prabowo di Pilpres 2014??,tanya juga tuh ke mahfud md klo prabowo adalah pelanggar ham kok bisa pak mahfud jd timses prabowo di pilpres,negatif
"@savicali Y nek wes di adili  artine wis nglakoni ukumane! Opo maneh?   Nek nyangkem HAM (Prabowo) gur 5 Tahunan  Kuwi jenenge duduk Aktivis/peduli HAM  tapi TIMSES  jeneng liane maneh TAEKKKK""""",nek wes di adili artine wis nglakoni ukumane opo maneh nek nyangkem ham prabowo gur tahunan kuwi jenenge duduk aktivispeduli ham tapi timses jeneng liane maneh taekkkk,positif
Yaallah guys kok masih ada yang dukung Pak Prabowo yg ceramah soal atasi masalah HAM melupakan fakta sejarah @Aldian70550914  Gemoy Penculik tangkap prabowo https://t.co/krpTey14kP,yaallah guys kok masih ada yang dukung pak prabowo yg ceramah soal atasi masalah ham melupakan fakta sejarah gemoy penculik tangkap prabowo,negatif
Selesaikan HAM Prabowo bukan pro terhadap HAM @AididHaziq  Gemoy Penculik  VisiPakbowo KeadilanYgPasti  Jelas MasBowoGibran Tegas https://t.co/UB4NPJBeys,selesaikan ham prabowo bukan pro terhadap ham gemoy penculik visipakbowo keadilanygpasti jelas masbowogibran tegas,negatif
Prabowo  meskipun mengaku gemoy  terlibat dalam pelanggaran HAM pada masa lalu. @HaqqLis  https://t.co/rvVpmqh5hy,prabowo meskipun mengaku gemoy terlibat dalam pelanggaran ham pada masa lalu,negatif
Prabowo  meskipun mencoba mengaku gemoy  tetap terbayang oleh keterlibatannya dalam pelanggaran HAM. @PapaOyen89  https://t.co/zzMw61FJrE,prabowo meskipun mencoba mengaku gemoy tetap terbayang oleh keterlibatannya dalam pelanggaran ham,negatif
Prabowo  yang mengaku gemoy  ternyata terlibat dalam pelanggaran HAM yang tidak bisa diabaikan @meawmeawyou_  https://t.co/GGBqd4bpqQ,prabowo yang mengaku gemoy ternyata terlibat dalam pelanggaran ham yang tidak bisa diabaikan,negatif
prabowo  kamu jaga HAM tapi pelanggaran HAM sejarahmu menanti @akbar_sugar  Gemoy Penculik tangkap prabowo https://t.co/2qzM3LylIX,prabowo kamu jaga ham tapi pelanggaran ham sejarahmu menanti gemoy penculik tangkap prabowo,negatif
Dulu hormat sama mas Budiman..Idealis Perubahan haluan masuk timses Prabowo...beda politik Ketika membela Prabowo atas pelanggaran HAM dengan alasan tugas negara.. Jadi muak.. Segampang itu nyawa seseorang dihilangkan.. https://t.co/sq3A60zMyD,dulu hormat sama mas budimanidealis perubahan haluan masuk timses prabowobeda politik ketika membela prabowo atas pelanggaran ham dengan alasan tugas negara jadi muak segampang itu nyawa seseorang dihilangkan,negatif
ganjar basi banget nyerang prabowo pakai kasus ham. ini siapa sih tim nya. harusnya ga secetek itu nyiapin materinya,ganjar basi banget nyerang prabowo pakai kasus ham ini siapa sih tim nya harusnya ga secetek itu nyiapin materinya,positif
Pemimpin seperti Ganjar-Mahfud memahami bahwa keberagaman politik adalah kekayaan  bukan ancaman seperti yang terlihat pada kasus Prabowo-Gibran. @Yuniawa29  LanjutGan https://t.co/Qxy6qxGCEu,pemimpin seperti ganjarmahfud memahami bahwa keberagaman politik adalah kekayaan bukan ancaman seperti yang terlihat pada kasus prabowogibran lanjutgan,negatif
Kepemimpinan Ganjar-Mahfud adalah jawaban atas kebutuhan akan pemimpin yang dapat mempersatukan  bukan memecah belah  seperti yang terjadi pada kasus kepala desa yang tidak mendukung Prabowo-Gibran. @poddiumid LanjutGan https://t.co/pj3hZoOrUI,kepemimpinan ganjarmahfud adalah jawaban atas kebutuhan akan pemimpin yang dapat mempersatukan bukan memecah belah seperti yang terjadi pada kasus kepala desa yang tidak mendukung prabowogibran lanjutgan,negatif
Kejujuran dan integritas Ganjar-Mahfud adalah kunci untuk membangun kepercayaan  berbeda dengan ketidakpercayaan yang muncul dalam kasus kepala desa dan politik Prabowo-Gibran. @NHastom LanjutGan https://t.co/H3sZpKEjAE,kejujuran dan integritas ganjarmahfud adalah kunci untuk membangun kepercayaan berbeda dengan ketidakpercayaan yang muncul dalam kasus kepala desa dan politik prabowogibran lanjutgan,negatif
Ini akan melumpuhkan kekuatan Jokowi dalam cawe2 Pilpres. Utk memenangkan Prabowo-Gibran. Dg kasus Butet ini  Penguasa sekarang tidak akan direkom  oleh rakyat. Artinya  kasus Butet ini samahalnya mengarahkan pilihan masyarakat ke paslon bukan no 2.,ini akan melumpuhkan kekuatan jokowi dalam cawe pilpres utk memenangkan prabowogibran dg kasus butet ini penguasa sekarang tidak akan direkom oleh rakyat artinya kasus butet ini samahalnya mengarahkan pilihan masyarakat ke paslon bukan no,negatif
masih belum move on dari kasus kemarin jadi gamau milih prabowo atau gibran relatable banget sih ini emng gaes @SyahriniszNasyi  Gibran Duta Asam Sulfat https://t.co/S3oS8DJ9GR,masih belum move on dari kasus kemarin jadi gamau milih prabowo atau gibran relatable banget sih ini emng gaes gibran duta asam sulfat,negatif
@Heraloebss Orang2 kuat yg dukung Prabowo - Gibran kayaknya banyak yg abis kasus sama KPK tapi mandeg kelanjutannya,orang kuat yg dukung prabowo gibran kayaknya banyak yg abis kasus sama kpk tapi mandeg kelanjutannya,negatif
Gibran Rakabuming Raka menanggapi Cak Imin yang berjanji mengembalikan independensi KPK. Prabowo-Gibran ingin KPK fokus pada pencegahan  bukan hanya penindakan kasus.,gibran rakabuming raka menanggapi cak imin yang berjanji mengembalikan independensi kpk prabowogibran ingin kpk fokus pada pencegahan bukan hanya penindakan kasus,positif
@herupurnom0 @gibran_tweet @cakimiNOW @aniesbaswedan Cara membaca hasil survei nya anda salah.  Persentase SUKA itu dari yang menjawab TAHU.  Di kasus prof MMD dari 64%an yg tahu beliau  sebanyak 75%an Suka.,cara membaca hasil survei nya anda salah persentase suka itu dari yang menjawab tahu di kasus prof mmd dari an yg tahu beliau sebanyak an suka,positif
Wiranto ngomongin urgensi menyelesaikan kasus Prabowo masih diem aja  nggak mau klarifikasi? @Madridista_zack Gemoy Penculik TangkapPRABOWO https://t.co/ruqqbyQGfU,wiranto ngomongin urgensi menyelesaikan kasus prabowo masih diem aja nggak mau klarifikasi gemoy penculik tangkapprabowo,negatif
Sebagai mantan panglima kopassus  prabowo harus bertanggung jawap atas kasus penculikan aktivis 1997-1998 @peterdian SerunyaBareng AyahbowoGibran https://t.co/1y4jFnB2LG,sebagai mantan panglima kopassus prabowo harus bertanggung jawap atas kasus penculikan aktivis serunyabareng ayahbowogibran,negatif
"Kasus 5 tahunan  diulang2 seperti kaset kusut. Presiden pun sdh silih berganti  kalo emang salah  kenapa bs nyapres? https://t.co/JqiiqZmOTX #DebatCapres Prabowo""""",kasus tahunan diulang seperti kaset kusut presiden pun sdh silih berganti kalo emang salah kenapa bs nyapres prabowo,positif
tanyain aja ke hati paling dalam  prabowo tuh benar-benar bersih dari kasus? @HerultNasyiah https://t.co/Lzmd90KRs5,tanyain aja ke hati paling dalam prabowo tuh benarbenar bersih dari kasus,positif
Fix ya  wiranto sendiri yang bilang. Prabowo terbukti dalam kasus penculikan  BEM UGM TikTok Shop Morning Sunda Ginting Litbang Kompas https://t.co/6adA9oq2df,fix ya wiranto sendiri yang bilang prabowo terbukti dalam kasus penculikan bem ugm tiktok shop morning sunda ginting litbang kompas,negatif
wah jangan main tuduh kasus korupsi dong  siapa tahu prabowo lagi diet finansial @CalistafiSihomb https://t.co/BxWXItVWVn,wah jangan main tuduh kasus korupsi dong siapa tahu prabowo lagi diet finansial,negatif
Prabowo  dulu Panglima Kostrad  terlibat kasus penculikan Sekarang dianggap calon pemimpin? Serius nih? @maapgapeduli Gemoy Penculik TangkapPRABOWO https://t.co/YYcMSFJpm7,prabowo dulu panglima kostrad terlibat kasus penculikan sekarang dianggap calon pemimpin serius nih gemoy penculik tangkapprabowo,negatif
Prabowo seharusnya menyadari bahwa masyarakat mempertanyakan integritasnya sebagai calon presiden akibat kasus penculikan aktivis. @sriasihhsr  Gemoy Penculik https://t.co/Q2Mye25Zlz,prabowo seharusnya menyadari bahwa masyarakat mempertanyakan integritasnya sebagai calon presiden akibat kasus penculikan aktivis gemoy penculik,negatif
@logos_id Untuk generasi baru  jika 3 kasus kejahatan HAM ini Prabowo terbukti bersalah maka seharusnya dari awal dia sudah diadili dan tidak 3x naik jadi Capres.,untuk generasi baru jika kasus kejahatan ham ini prabowo terbukti bersalah maka seharusnya dari awal dia sudah diadili dan tidak naik jadi capres,positif
Ganjar Pranowo dan Mahfud MD punya rekam jejak bersih  bukan seperti Prabowo yang terlibat dalam kasus kontroversial. @kadang_peka  https://t.co/5xTLKIhoCU,ganjar pranowo dan mahfud md punya rekam jejak bersih bukan seperti prabowo yang terlibat dalam kasus kontroversial,negatif
"Kasus 5 tahunan  diulang2 seperti kaset kusut. Presiden pun sdh silih berganti  kalo emang salah  kenapa bs nyapres? https://t.co/yDzOs9Nnde #DebatCapres Prabowo"" ""Anies""""",kasus tahunan diulang seperti kaset kusut presiden pun sdh silih berganti kalo emang salah kenapa bs nyapres prabowo anies,positif
Kenapa ya Prabowo pura-pura ga' paham sama kasus MK? Sudah jelas-jelas disidangkan gitu @matchanyeoll Gemoy Penculik VisiPakbowo KeadilanYgPasti Jelas MasBowoGibran Tegas https://t.co/mECvG7qNwe,kenapa ya prabowo purapura ga paham sama kasus mk sudah jelasjelas disidangkan gitu gemoy penculik visipakbowo keadilanygpasti jelas masbowogibran tegas,negatif
@peter_hari Prabowo tidak pernah dipidana dalam kasus apapun dan itu sudah jelas . Jiwa patriot merah putih tidak pernah lekang dari Prabowo.,prabowo tidak pernah dipidana dalam kasus apapun dan itu sudah jelas jiwa patriot merah putih tidak pernah lekang dari prabowo,positif
@Resty_J_Cayah @ancell03 @prabowo Dari 3 paslon harus diakui AMIN pilihan paling “aman” untuk pemilih. Alasannya : 1.AMIN belum tersandera kasus 2.Paslon 2 kental pengaruh jokowisme kita tau kan hasil jokowi slma 2 periode?hancur 3.Paslon 3 disokong PDIP yg arogan berkuasa selain dari paslonnya yg mencla-mencle,dari paslon harus diakui amin pilihan paling aman untuk pemilih alasannya amin belum tersandera kasus paslon kental pengaruh jokowisme kita tau kan hasil jokowi slma periodehancur paslon disokong pdip yg arogan berkuasa selain dari paslonnya yg menclamencle,negatif
Kasus penculikan '98 harus terus dikejar  Prabowo harus dihukum. @FarelCraft  Gemoy Penculik #TangkapPrabowo #DebatCapres Jelas MasBowoGibran Tegas Visi PakBowo KeadilanYgPasti https://t.co/4ANN4T41Um,kasus penculikan harus terus dikejar prabowo harus dihukum gemoy penculik jelas masbowogibran tegas visi pakbowo keadilanygpasti,negatif
Dukungan warga Jatim untuk Ganjar semakin kokoh karena dia dianggap sebagai pemimpin yang memiliki integritas tinggi  berbeda dengan Prabowo yang terlanjur terkenal dengan kasus-kasus kontroversial. @ygent_official https://t.co/m4QSEq5N6O,dukungan warga jatim untuk ganjar semakin kokoh karena dia dianggap sebagai pemimpin yang memiliki integritas tinggi berbeda dengan prabowo yang terlanjur terkenal dengan kasuskasus kontroversial,negatif
Pak Prabowo tidak punya ketegasan soal HAM. Keliatan dari jawabannya yang tidak pernah berupaya untuk menyelesaikan kasus. Ia hanya melemparkan kepada orang lain. @AimanArff  Gemoy Penculik  VisiPakbowo KeadilanYgPasti  Jelas MasBowoGibran Tegas https://t.co/BXhjlYEftz,pak prabowo tidak punya ketegasan soal ham keliatan dari jawabannya yang tidak pernah berupaya untuk menyelesaikan kasus ia hanya melemparkan kepada orang lain gemoy penculik visipakbowo keadilanygpasti jelas masbowogibran tegas,negatif
Prabowo  meski diidentikan dengan Gemoy  terlibat dalam kasus penculikan tahun 1998 yang meninggalkan bekas kelam @adelennnn  https://t.co/Hf7oKquWhc,prabowo meski diidentikan dengan gemoy terlibat dalam kasus penculikan tahun yang meninggalkan bekas kelam,negatif
@gusfauzan50 @basagita17 @saifulmujani @muchlis_ar @saidiman @saiful_mujani Yg jelas Prabowo tidak pernah jadi terpidana atas kasus kasus yang dituduhkan...,yg jelas prabowo tidak pernah jadi terpidana atas kasus kasus yang dituduhkan,positif
@Miduk17 Yg bilang prabowo udah berubah suruh mandi kembang 7 rupa. Liat aja acara debat semalem nampak banget dia emosian kesal terutama ketika di tanya tentang pelanggaran ham dan kasus MK  😅😅😅,yg bilang prabowo udah berubah suruh mandi kembang rupa liat aja acara debat semalem nampak banget dia emosian kesal terutama ketika di tanya tentang pelanggaran ham dan kasus mk,negatif
@makmur_sodiq @ganjarpranowo @prabowo Mestinya ga usa sensi. Sampai skrg masih ada keluarga yg demo minta kejelasan kasus itu. Yg ditanya Pak Ganjar  kl jd Presiden mau mengurus dan membuat pengadilan ham utk itu apa tidaq? Mau bantu mencari makamnya apa tidak?? Kok jd sensiik bgt 🤣,mestinya ga usa sensi sampai skrg masih ada keluarga yg demo minta kejelasan kasus itu yg ditanya pak ganjar kl jd presiden mau mengurus dan membuat pengadilan ham utk itu apa tidaq mau bantu mencari makamnya apa tidak kok jd sensiik bgt,negatif
@nuningBening @ListyoSigitP @jokowi @mohmahfudmd @ganjarpranowo @aniesbaswedan @prabowo @erickthohir @atr_bpn @TjahjantoHadi Sudah buat laporan juga ke kepolisian  posisi pemilik hanasta sudah di lapas namun beda kasus  mangkannya saya menanyakan kasus ini gimna nasib kita sedangkan uang yg masuk tidak kecil  dan kita ingin uang itu bisa kembali @IkfinaFahmawati @atr_bpn @jokowi @TjahjantoHadi,sudah buat laporan juga ke kepolisian posisi pemilik hanasta sudah di lapas namun beda kasus mangkannya saya menanyakan kasus ini gimna nasib kita sedangkan uang yg masuk tidak kecil dan kita ingin uang itu bisa kembali,negatif
"Tenang Pak Prabowo  sudah ada saya disini""  Itulah fungsi cheerleader 🙄 https://t.co/ipBJ0FpSj9""",tenang pak prabowo sudah ada saya disini itulah fungsi cheerleader,positif
Cerdasnya Kang Denny  ditambah ketawanya Akbar  plus pasrahnya Cing Abdel  membuat obrolan ini sangat-sangat lucu.  Ini sebuah kritikan yang caranya keren banget.  Prabowo sudah lihat belum  ya? https://t.co/Vzd8b7GAGZ,cerdasnya kang denny ditambah ketawanya akbar plus pasrahnya cing abdel membuat obrolan ini sangatsangat lucu ini sebuah kritikan yang caranya keren banget prabowo sudah lihat belum ya,negatif
Prabowo kartu mati ❌ https://t.co/ogM3R0nfPs,prabowo kartu mati,negatif
Keputusan positif mantan pemimpin desa: Prabowo-Gibran sebagai pemimpin perubahan positif. https://t.co/NAhETqVWqV,keputusan positif mantan pemimpin desa prabowogibran sebagai pemimpin perubahan positif,positif
Prabowo hampir bisa dipastikan sulit dikalahkan. Bahkan target Paslon 02 sudah di level menang 1 putaran.  Makanya sangat wajar ketika 01 dan 03 lebih memilih untuk menyerang 02.  01 dan 03 sulit Juara 1 di Putaran 1. Namun keduanya mungkin bisa menang jika bisa masuk Putaran 2.…,prabowo hampir bisa dipastikan sulit dikalahkan bahkan target paslon sudah di level menang putaran makanya sangat wajar ketika dan lebih memilih untuk menyerang dan sulit juara di putaran namun keduanya mungkin bisa menang jika bisa masuk putaran,positif
Saat anak dan menantu Jokowi dulu jadi walikota  nggak pernah dengar orang PDIP bahas dinasti.  Saat Gibran belum memutuskan jadi cawapres Prabowo  nggak pernah dengar orang PDIP bahas dinasti.  Malah PDIP sempat membuka peluang Gibran jadi cawapres Ganjar.  Waktu Prabowo…,saat anak dan menantu jokowi dulu jadi walikota nggak pernah dengar orang pdip bahas dinasti saat gibran belum memutuskan jadi cawapres prabowo nggak pernah dengar orang pdip bahas dinasti malah pdip sempat membuka peluang gibran jadi cawapres ganjar waktu prabowo,positif
Aslinya yg kacang lupa sama kulitnya itu ya Pak Prabowo  th 2019 pendukungnya totalitas support  bahkan tiap kampanye ada saweran yg dikumpulin untuk biaya kampanye   ada korban jiwa belain dia di demontrasi MK  eh yg didukung malah  nyemplung   jd siapa yg kacang lupa kulitnya ?,aslinya yg kacang lupa sama kulitnya itu ya pak prabowo th pendukungnya totalitas support bahkan tiap kampanye ada saweran yg dikumpulin untuk biaya kampanye ada korban jiwa belain dia di demontrasi mk eh yg didukung malah nyemplung jd siapa yg kacang lupa kulitnya,negatif
*Makan minum dan duit ikut prabowo tapi hati dan nyolosnya tetap pak Anies Baswedan* 🥱🥱🥱🤪😁🇮🇩☕🍵🇮🇩 ...... https://t.co/zIjzdNxYCn,makan minum dan duit ikut prabowo tapi hati dan nyolosnya tetap pak anies baswedan,negatif
penjualan merchandise tersebut sebagai bukti bahwa Ganjar Mahfud tanpa bantuan dari oligarki  .  tag || Irish Bella Prabowo Impeachment Ordal Ammar Zoni Triple J Cadaver Santai Ginting CEO HMNS Oposisi Spirited Away sehun || https://t.co/bFMilS4fuP,penjualan merchandise tersebut sebagai bukti bahwa ganjar mahfud tanpa bantuan dari oligarki tag irish bella prabowo impeachment ordal ammar zoni triple cadaver santai ginting ceo hmns oposisi spirited away sehun,negatif
"Bagaimanapun masyarakat akan lebih cenderung untuk memilih: MELANJUTKAN atau PERUBAHAN.  Yang melanjutkan"" itu memilih Prabowo-Gibran. Yang ""perubahan"" itu memilih Anies-Muhaimin.  Ganjar-Mahfud itu kurang kuat positioningnya. Nanggung. Narasi buzzernya membenci Jokowi tapi… https://t.co/wndcOxeTTf""",bagaimanapun masyarakat akan lebih cenderung untuk memilih melanjutkan atau perubahan yang melanjutkan itu memilih prabowogibran yang perubahan itu memilih aniesmuhaimin ganjarmahfud itu kurang kuat positioningnya nanggung narasi buzzernya membenci jokowi tapi,positif
Apakah ada yang lebih mampu dari Gibran sebagai cawapres Prabowo? Tentu ada. Kenapa dipilih? Karena Gibran membawa elektabilitas Jokowi untuk memenangkan Prabowo.  Apakah ada yang lebih mampu dari Kaesang sebagai Ketum PSI? Tentu ada. Kenapa dipilih? Karena Kaesang membawa…,apakah ada yang lebih mampu dari gibran sebagai cawapres prabowo tentu ada kenapa dipilih karena gibran membawa elektabilitas jokowi untuk memenangkan prabowo apakah ada yang lebih mampu dari kaesang sebagai ketum psi tentu ada kenapa dipilih karena kaesang membawa,positif
Sempat terbersit berharap Ganjar menang dan PDIP tidak juara 1 [di Pileg. Namun rasanya bakal kebalik  Ganjar kalah dan PDIP tetap memimpin Senayan.  Terlalu berat mengungguli PDIP. Terlalu berat mengalahkan Prabowo-Gibran.,sempat terbersit berharap ganjar menang dan pdip tidak juara di pileg namun rasanya bakal kebalik ganjar kalah dan pdip tetap memimpin senayan terlalu berat mengungguli pdip terlalu berat mengalahkan prabowogibran,positif
"Sujiwo Tejo saja takut dianggap sebagai pendukung Prabowo ketika mengatakan bahwa dari ketiga capres  ya cuma Prabowo yang tidak plastik"".  Memang berpendapat obyektif itu selalu berpotensi dituduh sebagai pendukung.  Itu pendapat Mbah Tejo. Faktanya Prabowo paling nggak bisa…""",sujiwo tejo saja takut dianggap sebagai pendukung prabowo ketika mengatakan bahwa dari ketiga capres ya cuma prabowo yang tidak plastik memang berpendapat obyektif itu selalu berpotensi dituduh sebagai pendukung itu pendapat mbah tejo faktanya prabowo paling nggak bisa,negatif
"Bola dibawa Anies. Anies oper ke Ganjar. Ganjar oper lagi ke Anies. Anies menggiring bola. Dioper kembali ke Ganjar. Barisan belakang Prabowo kebingungan. Bola ditendang keras ke gawang oleh Ganjar  dan goooool....""  Itu suara komentator di radio...""",bola dibawa anies anies oper ke ganjar ganjar oper lagi ke anies anies menggiring bola dioper kembali ke ganjar barisan belakang prabowo kebingungan bola ditendang keras ke gawang oleh ganjar dan goooool itu suara komentator di radio,negatif
Saya membayangkan betapa pusingnya timnya Prabowo-Gibran menyiapkan dan mengatur kedua orang itu saat akan debat.  Mau ngatur orang model Prabowo dan Gibran... Pusing...,saya membayangkan betapa pusingnya timnya prabowogibran menyiapkan dan mengatur kedua orang itu saat akan debat mau ngatur orang model prabowo dan gibran pusing,negatif
@adearmando61 Kurang apa coba 2014 20 lembaga survey sdh menangkan prabowo tpi gk d lantik2 juga https://t.co/AYVKUQLvnt,kurang apa coba lembaga survey sdh menangkan prabowo tpi gk lantik juga,positif
Tebakan saya nanti di Debat yang ada Cawapresnya:  Gibran akan memakai template sama dengan yang dipakai Prabowo:  1. Saya setuju dengan pendapat Paslon 1 dan (atau) 3. 2. Kita kembalikan ke rakyat. Anda boleh mengatakan kami salah (apapun kasusnya)  namun yang akan menilai…,tebakan saya nanti di debat yang ada cawapresnya gibran akan memakai template sama dengan yang dipakai prabowo saya setuju dengan pendapat paslon dan atau kita kembalikan ke rakyat anda boleh mengatakan kami salah apapun kasusnya namun yang akan menilai,negatif
Percuma dipoles dg : Gemoy..Gemoy Karena Prabowo masih sama.  Emosional  mudah terpancing amarah  saat merasa tersudut akan langsung dikeluarkan lewat nada bicaranya yang meletup-letup tidak karuan. Tempramental sudah menjadi bagian dari dirinya.  Ganjar Paling Tegas https://t.co/zsWTAFqvVj,percuma dipoles dg gemoygemoy karena prabowo masih sama emosional mudah terpancing amarah saat merasa tersudut akan langsung dikeluarkan lewat nada bicaranya yang meletupletup tidak karuan tempramental sudah menjadi bagian dari dirinya ganjar paling tegas,negatif
@Leonita_Lestari Jokowi rela merendahkan diri demi menaikkan derajat prabowo  ada yg salah dengan jokowi  tadinya sudah kasih clue mengarah no 3 kok tiba2 berubah ya  sungguh membagongkan  pasti ada sesuatu  prestasi 9 tahun ditutup dengan ending yang nggak jelas.,jokowi rela merendahkan diri demi menaikkan derajat prabowo ada yg salah dengan jokowi tadinya sudah kasih clue mengarah no kok tiba berubah ya sungguh membagongkan pasti ada sesuatu prestasi tahun ditutup dengan ending yang nggak jelas,negatif
@NayDonuts @prabowo Kata Lord Bambang Pacul soal Menhan https://t.co/bCfIMnvb1b,kata lord bambang pacul soal menhan,negatif
Ganjar dan Anies itu aktivis UGM yang suka diskusi dan banyak menjelaskan. Waktu yang diberikan di debat pasti dianggap kurang. Makanya waktu setelah debat  keduanya masih menyediakan waktu untuk bicara panjang lebar kepada pers.  Sedangkan Prabowo (dan Gibran nanti) setelah…,ganjar dan anies itu aktivis ugm yang suka diskusi dan banyak menjelaskan waktu yang diberikan di debat pasti dianggap kurang makanya waktu setelah debat keduanya masih menyediakan waktu untuk bicara panjang lebar kepada pers sedangkan prabowo dan gibran nanti setelah,negatif
@AnggaPutraF Mengundang beliau &amp; menaruh di bangku terdepan adalah sebuah statement. Seorang ayah dari demonstran yg meninggal saat membela capres Prabowo di gugatan MK pada Pilpres thn 2019  5 tahun kemudian duduk di barisan Capres lain,mengundang beliau amp menaruh di bangku terdepan adalah sebuah statement seorang ayah dari demonstran yg meninggal saat membela capres prabowo di gugatan mk pada pilpres thn tahun kemudian duduk di barisan capres lain,negatif
@ilhamram_dani Kades-kades Cirebon punya selera  pilihannya jelas: Prabowo-Gibran  #Parlemen404  PurnaKuwu DukungPragibs,kadeskades cirebon punya selera pilihannya jelas prabowogibran purnakuwu dukungpragibs,positif
Nah loh ketauan deh Kepada publik  ketika tim Bocor Alus Tempo menemukan fakta di balik banyaknya gimmick yang dilakukan paslon 02. Alasannya adalah untuk menambal rekam jejak buruk Prabowo Subianto  agar rakyat tidak terpaku pada masa kelam menantu Soeharto itu. https://t.co/eIZClx8d5R,nah loh ketauan deh kepada publik ketika tim bocor alus tempo menemukan fakta di balik banyaknya gimmick yang dilakukan paslon alasannya adalah untuk menambal rekam jejak buruk prabowo subianto agar rakyat tidak terpaku pada masa kelam menantu soeharto itu,negatif
@kikysaputrii Pak prabowo lebih obyektif ketika menjawab masalah  kalau Anies terlalu enteng ngasih solusi  Teori sama praktek jelas beda.,pak prabowo lebih obyektif ketika menjawab masalah kalau anies terlalu enteng ngasih solusi teori sama praktek jelas beda,positif
