,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,loc1,loc2,loc3
1946,Tue Dec 12 14:13:36 +0000 2023,1734577241961730331,Setuju dengan Pak Wiranto si aku  udah ga heran dengan pihak2 yang terus memunculkan dugaan pelanggaran HAM oleh Prabowo cuma muncul menjelang pilpres aja. https://t.co/SJKlkG3oIo,0,1,4,4,in,870742633139666944,1734577241961730331,nitnotw,https://twitter.com/nitnotw/status/1734577241961730331,https://pbs.twimg.com/media/GBJ0zmRbsAAijs_.jpg,"kota surabaya, jawa timur",kota surabaya,jawa timur,
1949,Tue Dec 12 13:12:40 +0000 2023,1734561909540876726,@PartaiSocmed Masalah HAM &amp; papua prabowo lebih mengutamakan asumsi daripada solusi dan doi terlihat emosi dengan tanggapan paslon yg lain. Butuh minum asam sulfat?,0,4,3,71,in,868004863,1734558699329380676,yanpanjie,https://twitter.com/yanpanjie/status/1734561909540876726,,"malang, jawa timur",malang,jawa timur,
1950,Mon Dec 11 14:06:58 +0000 2023,1734213185266479470,Natalius Pigai: Prabowo Bersih dari Tuduhan Pelanggaran HAM https://t.co/W7lLLnuc8h,0,2,0,1,in,848614550,1734213185266479470,e100ss,https://twitter.com/e100ss/status/1734213185266479470,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
1951,Tue Dec 12 05:32:42 +0000 2023,1734446153289302020,Pemimpin seharusnya teladan  bukan pelanggar HAM seperti Prabowo @faizalassegaf  Menolak Lupa https://t.co/7N5c34Zb32,0,0,0,0,in,1714140578664062976,1734446153289302020,Andriianakbarr,https://twitter.com/Andriianakbarr/status/1734446153289302020,https://pbs.twimg.com/media/GBH9lH6bIAAZ3ZV.jpg,probolinggo,probolinggo,,
1952,Wed Dec 13 06:04:04 +0000 2023,1734816435996901707,dikira jd presiden cmn ttg jaminan hukum doang ya  pemilih prabowo ga paham dirinya pelaku HAM @alfredstfu  Gemoy Penculik tangkap prabowo https://t.co/FL3j5Xg2eK,0,0,0,0,in,1713816982422966272,1734816435996901707,mikopngstuu,https://twitter.com/mikopngstuu/status/1734816435996901707,https://pbs.twimg.com/ext_tw_video_thumb/1734816411468570624/pu/img/SmxeXCYjuN5fFK_m.jpg,kediri,kediri,,
1953,Wed Dec 13 05:40:53 +0000 2023,1734810603187999134,duh debat kemaren prabowo pelaku HAM mau jaga HAM mana ngotak @Alfin_FR1  Gemoy Penculik tangkap prabowo https://t.co/5bbp8VCHYd,0,0,0,0,in,1713823909009883136,1734810603187999134,dindavaniatinaa,https://twitter.com/dindavaniatinaa/status/1734810603187999134,https://pbs.twimg.com/ext_tw_video_thumb/1734810572255100928/pu/img/R3sP4J1CU_V5G5Ee.jpg,madiun,madiun,,
1954,Fri Dec 08 02:32:29 +0000 2023,1732951249862185142,lambat laun Prabowo bisa saja turun inget ya kasus HAM gitu loh mau diungkit-ungkit lagi apa gimana @JokorhHidayat  Menolak lupa https://t.co/ip0pN3h0wd,0,0,0,0,in,1712788774953086977,1732951249862185142,AnandaDwitamiii,https://twitter.com/AnandaDwitamiii/status/1732951249862185142,https://pbs.twimg.com/media/GAyt-SAbAAAhddS.png,probolinggo,probolinggo,,
1955,Tue Dec 12 14:36:18 +0000 2023,1734582954695995433,anjir nyerang pengadilan ham ke pak prabowo padahal dia sendiri di w😇😇,0,4,0,3,in,1579669846735802368,1734582954695995433,Icad4U,https://twitter.com/Icad4U/status/1734582954695995433,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
1956,Sat Dec 09 02:19:16 +0000 2023,1733310313276273086,Prabowo harus bertanggung jawab pd keluarga korban @hanszanikov  Capres Pelanggar HAM https://t.co/EjtbsHH88R,0,0,0,0,in,1712788774953086977,1733310313276273086,AnandaDwitamiii,https://twitter.com/AnandaDwitamiii/status/1733310313276273086,https://pbs.twimg.com/media/GA30imkbcAAlciE.jpg,probolinggo,probolinggo,,
1957,Sun Dec 10 02:39:21 +0000 2023,1733677756498477349,Masa lalu yang kelam seharusnya menjadi batasan bagi ambisi politik Prabowo. @ana877963220336  Pelanggar HAM https://t.co/6YK7J8S09k,0,0,0,0,in,1715003831153807360,1733677756498477349,jessicaannaaa,https://twitter.com/jessicaannaaa/status/1733677756498477349,https://pbs.twimg.com/media/GA9CuwIbAAAJl-0.jpg,mojokerto,mojokerto,,
1958,Wed Dec 13 07:28:28 +0000 2023,1734837675872628832,Prabowo yang pernah bobrok sama pelanggaran HAM  masa iya kita mau negara dipegang orang kayak gitu? @amerhazzim  Gemoy Penculik tangkap prabowo https://t.co/TdXufemfLG,0,0,0,0,in,1712788774953086977,1734837675872628832,AnandaDwitamiii,https://twitter.com/AnandaDwitamiii/status/1734837675872628832,https://pbs.twimg.com/ext_tw_video_thumb/1734837645501702144/pu/img/Cxs2FINjIEDEIHOV.jpg,probolinggo,probolinggo,,
1959,Sun Dec 10 03:03:05 +0000 2023,1733683726826254362,Pencalonan Prabowo adalah ejekan terhadap korban pelanggaran HAM.@YaniljKuswandar  Pelanggar HAM https://t.co/c38bGZordP,0,0,0,0,in,1713823909009883136,1733683726826254362,dindavaniatinaa,https://twitter.com/dindavaniatinaa/status/1733683726826254362,https://pbs.twimg.com/media/GA9IKB2akAAUgFP.jpg,madiun,madiun,,
1960,Sat Dec 09 02:16:46 +0000 2023,1733309682708791790,Prabowo capres yg hancurkan moral bangsa @putrianasih2402  Capres Pelanggar HAM https://t.co/BnER0645Tf,0,0,0,0,in,1712790877272440832,1733309682708791790,putradaniiii,https://twitter.com/putradaniiii/status/1733309682708791790,https://pbs.twimg.com/media/GA3z95cbsAAujA-.jpg,surabaya,surabaya,,
1961,Tue Dec 12 13:08:28 +0000 2023,1734560853385506968,MC: topik pertama adalah HAM  Prabowo: https://t.co/uXC2Q0t6vS,0,0,0,0,in,1079821749875748864,1734560853385506968,rijbrian,https://twitter.com/rijbrian/status/1734560853385506968,https://pbs.twimg.com/tweet_video_thumb/GBJl5dXaAAAJgL5.jpg,"kota malang, jawa timur",kota malang,jawa timur,
1962,Sun Dec 10 02:44:26 +0000 2023,1733679033907609844,Prabowo seolah-olah meremehkan martabat rakyat dengan mencalonkan diri. @NMarinkah  Pelanggar HAM https://t.co/5OyWnelXmx,0,0,0,0,in,1715017123339390977,1733679033907609844,hanaltfhaja,https://twitter.com/hanaltfhaja/status/1733679033907609844,https://pbs.twimg.com/media/GA9D5LnaoAAu12o.jpg,batu,batu,,
1963,Fri Dec 08 23:34:10 +0000 2023,1733268762139472164,Prabowo? Dia TNI yang diberhentikan tanpa hormat  jangan biarkan ia memimpin @let_telolet PELANGGAR HAM https://t.co/Flp8eicR8v,0,0,0,0,in,1716734840119451648,1733268762139472164,freyaulia,https://twitter.com/freyaulia/status/1733268762139472164,https://pbs.twimg.com/media/GA3Ov6haQAAjDnz.jpg,batu,batu,,
1964,Wed Dec 13 02:00:53 +0000 2023,1734755236575887536,prabowo percuma ngomongamakan ham klo track recordnya ga mendukung @Aki_Taku17  Gemoy Penculik tangkap prabowo https://t.co/jUkwAAdrWX,0,0,0,0,in,1712393339247656960,1734755236575887536,AngkasavS,https://twitter.com/AngkasavS/status/1734755236575887536,https://pbs.twimg.com/media/GBMWsDjbUAABFtb.jpg,probolinggo,probolinggo,,
1965,Sun Dec 10 03:05:34 +0000 2023,1733684353530831191,Catatan kelam membuat Prabowo tidak pantas jadi pemimpin negara.@HasnadyHutasoit  Pelanggar HAM https://t.co/iFyEEXjfHc,0,0,0,0,in,1713816982422966272,1733684353530831191,mikopngstuu,https://twitter.com/mikopngstuu/status/1733684353530831191,https://pbs.twimg.com/media/GA9IuiuagAASTry.jpg,kediri,kediri,,
1966,Tue Dec 12 13:55:37 +0000 2023,1734572718740132252,Apakah ini bentuk ketidakpedulian Prabowo pada isu HAM @macaronchocos Gemoy Penculik TangkapPRABOWO https://t.co/EzPHbIxw3U,0,0,0,0,in,1716734840119451648,1734572718740132252,freyaulia,https://twitter.com/freyaulia/status/1734572718740132252,https://pbs.twimg.com/media/GBJwsNuaMAADvZR.jpg,batu,batu,,
1967,Wed Dec 13 07:19:07 +0000 2023,1734835322960445792,Gimana bisa percaya sama Prabowo  masa lupa sama dosa pelanggaran HAM yang pernah dia lakukan? @ambiya_mohammad  Gemoy Penculik tangkap prabowo https://t.co/YxzsZSkmOh,0,0,0,0,in,1712790877272440832,1734835322960445792,putradaniiii,https://twitter.com/putradaniiii/status/1734835322960445792,https://pbs.twimg.com/ext_tw_video_thumb/1734835291331121152/pu/img/6ukpR_UwQc8EflCP.jpg,surabaya,surabaya,,
1969,Tue Dec 12 14:01:20 +0000 2023,1734574158325891174,Memilih prabowo sama saja dengan mengabaikan rasa keadilan bagi para korban HAM @lynn_nnyl_ Gemoy Penculik TangkapPRABOWO https://t.co/gwwZ5kzNG4,0,0,0,0,in,1712393339247656960,1734574158325891174,AngkasavS,https://twitter.com/AngkasavS/status/1734574158325891174,https://pbs.twimg.com/media/GBJyAHJbgAAiAdd.jpg,probolinggo,probolinggo,,
1970,Sun Dec 10 05:15:04 +0000 2023,1733716941083390061,Ganjar - Mahfud dipercayai sebagai sosok yang bersih dan jujur  tanpa catatan pelanggaran HAM seperti Prabowo. @RiyantoRiy24988  https://t.co/vuV9A3XkpX,0,0,0,0,in,1686971314815598592,1733716941083390061,fauzanliandi1,https://twitter.com/fauzanliandi1/status/1733716941083390061,,blitar,blitar,,
1971,Tue Dec 12 02:13:52 +0000 2023,1734396117083975748,Lha yg pecat Prabowo krn pelanggaran HAM kan anda pak. Masa sih negara sebesar ini harus dipimpin seorang penculik dan pelanggar HAM. Sejatinya dlm Islam  memilih seorang pemimpin itu dilihat masa lalunya  bukan janji2 kampanye nya pak,0,0,0,0,in,3048559530,1734396117083975748,Ary_Satupank,https://twitter.com/Ary_Satupank/status/1734396117083975748,,surabaya,surabaya,,
1972,Mon Dec 11 05:48:44 +0000 2023,1734087802948899205,@joko_maryadi @mjaya2007 @xquitavee Tanya juga tuh ke Mahfud MD  klo prabowo adalah pelanggar HAM  kok bisa pak Mahfud jd timses prabowo di Pilpres 2014??,0,1,0,0,in,1607378277014065154,1733123980201267525,ChallsOfrivia,https://twitter.com/ChallsOfrivia/status/1734087802948899205,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
1973,Sun Dec 10 11:28:46 +0000 2023,1733810986472415669,"@savicali Y nek wes di adili  artine wis nglakoni ukumane! Opo maneh?   Nek nyangkem HAM (Prabowo) gur 5 Tahunan  Kuwi jenenge duduk Aktivis/peduli HAM  tapi TIMSES  jeneng liane maneh TAEKKKK""""",0,8,0,2,in,1695117647393030144,1733777941774123182,akalMulus,https://twitter.com/akalMulus/status/1733810986472415669,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
1974,Wed Dec 13 02:06:00 +0000 2023,1734756523229012201,Yaallah guys kok masih ada yang dukung Pak Prabowo yg ceramah soal atasi masalah HAM melupakan fakta sejarah @Aldian70550914  Gemoy Penculik tangkap prabowo https://t.co/krpTey14kP,0,0,0,0,in,1712762841173037056,1734756523229012201,arkantegarr,https://twitter.com/arkantegarr/status/1734756523229012201,https://pbs.twimg.com/media/GBMX2-qa8AAA8_U.jpg,probolinggo,probolinggo,,
1975,Tue Dec 12 15:49:55 +0000 2023,1734601482685886640,Selesaikan HAM Prabowo bukan pro terhadap HAM @AididHaziq  Gemoy Penculik  VisiPakbowo KeadilanYgPasti  Jelas MasBowoGibran Tegas https://t.co/UB4NPJBeys,0,0,0,0,in,1712790877272440832,1734601482685886640,putradaniiii,https://twitter.com/putradaniiii/status/1734601482685886640,https://pbs.twimg.com/media/GBKK2nRa8AAiyaA.jpg,surabaya,surabaya,,
1977,Sun Dec 10 07:45:16 +0000 2023,1733754742923505993,Prabowo  meskipun mengaku gemoy  terlibat dalam pelanggaran HAM pada masa lalu. @HaqqLis  https://t.co/rvVpmqh5hy,0,0,0,0,in,1684095030024376320,1733754742923505993,ghinaulyaaaaa,https://twitter.com/ghinaulyaaaaa/status/1733754742923505993,,madiun,madiun,,
1979,Sun Dec 10 07:07:03 +0000 2023,1733745123740307941,Prabowo  meskipun mencoba mengaku gemoy  tetap terbayang oleh keterlibatannya dalam pelanggaran HAM. @PapaOyen89  https://t.co/zzMw61FJrE,0,0,0,0,in,1681942543947431936,1733745123740307941,amaliah_bilqis,https://twitter.com/amaliah_bilqis/status/1733745123740307941,,mojokerto,mojokerto,,
1980,Sun Dec 10 07:48:53 +0000 2023,1733755649090343299,Prabowo  yang mengaku gemoy  ternyata terlibat dalam pelanggaran HAM yang tidak bisa diabaikan @meawmeawyou_  https://t.co/GGBqd4bpqQ,0,0,0,0,in,1694970696018055168,1733755649090343299,NurdinAliif,https://twitter.com/NurdinAliif/status/1733755649090343299,,blitar,blitar,,
1981,Wed Dec 13 02:08:14 +0000 2023,1734757088814125516,prabowo  kamu jaga HAM tapi pelanggaran HAM sejarahmu menanti @akbar_sugar  Gemoy Penculik tangkap prabowo https://t.co/2qzM3LylIX,0,0,0,0,in,1712788774953086977,1734757088814125516,AnandaDwitamiii,https://twitter.com/AnandaDwitamiii/status/1734757088814125516,https://pbs.twimg.com/media/GBMYX08bcAAbZ5g.jpg,probolinggo,probolinggo,,
1982,Wed Dec 13 01:21:00 +0000 2023,1734745200319496703,Dulu hormat sama mas Budiman..Idealis Perubahan haluan masuk timses Prabowo...beda politik Ketika membela Prabowo atas pelanggaran HAM dengan alasan tugas negara.. Jadi muak.. Segampang itu nyawa seseorang dihilangkan.. https://t.co/sq3A60zMyD,0,0,0,0,in,1215449295794524161,1734745200319496703,Snpth_Tomporejo,https://twitter.com/Snpth_Tomporejo/status/1734745200319496703,https://pbs.twimg.com/media/GBMNkBSbEAARJeV.jpg,"malang, jawa timur",malang,jawa timur,
1983,Tue Dec 12 14:37:40 +0000 2023,1734583302575853819,ganjar basi banget nyerang prabowo pakai kasus ham. ini siapa sih tim nya. harusnya ga secetek itu nyiapin materinya,0,0,0,0,in,78586839,1734583302575853819,shigaruu,https://twitter.com/shigaruu/status/1734583302575853819,,surabaya,surabaya,,
1984,Mon Dec 11 04:54:18 +0000 2023,1734074102275846411,Pemimpin seperti Ganjar-Mahfud memahami bahwa keberagaman politik adalah kekayaan  bukan ancaman seperti yang terlihat pada kasus Prabowo-Gibran. @Yuniawa29  LanjutGan https://t.co/Qxy6qxGCEu,0,0,0,0,in,1682292187076386816,1734074102275846411,rahmanandi40708,https://twitter.com/rahmanandi40708/status/1734074102275846411,,malang,malang,,
1985,Mon Dec 11 04:33:23 +0000 2023,1734068840961859690,Kepemimpinan Ganjar-Mahfud adalah jawaban atas kebutuhan akan pemimpin yang dapat mempersatukan  bukan memecah belah  seperti yang terjadi pada kasus kepala desa yang tidak mendukung Prabowo-Gibran. @poddiumid LanjutGan https://t.co/pj3hZoOrUI,0,0,0,0,in,1683772385789636609,1734068840961859690,NasuFarhan,https://twitter.com/NasuFarhan/status/1734068840961859690,,madiun,madiun,,
1986,Mon Dec 11 04:30:46 +0000 2023,1734068182241980804,Kejujuran dan integritas Ganjar-Mahfud adalah kunci untuk membangun kepercayaan  berbeda dengan ketidakpercayaan yang muncul dalam kasus kepala desa dan politik Prabowo-Gibran. @NHastom LanjutGan https://t.co/H3sZpKEjAE,0,0,0,0,in,1681936027718680577,1734068182241980804,_davidchandra14,https://twitter.com/_davidchandra14/status/1734068182241980804,,malang,malang,,
1987,Sat Dec 09 04:01:07 +0000 2023,1733335944462533107,Ini akan melumpuhkan kekuatan Jokowi dalam cawe2 Pilpres. Utk memenangkan Prabowo-Gibran. Dg kasus Butet ini  Penguasa sekarang tidak akan direkom  oleh rakyat. Artinya  kasus Butet ini samahalnya mengarahkan pilihan masyarakat ke paslon bukan no 2.,0,0,0,0,in,1659149724,1733335944462533107,ImamJumhuri,https://twitter.com/ImamJumhuri/status/1733335944462533107,,sidoarjo-indonesia,sidoarjo-indonesia,,
1988,Thu Dec 07 03:26:50 +0000 2023,1732602540473430041,masih belum move on dari kasus kemarin jadi gamau milih prabowo atau gibran relatable banget sih ini emng gaes @SyahriniszNasyi  Gibran Duta Asam Sulfat https://t.co/S3oS8DJ9GR,0,0,0,0,in,1712790877272440832,1732602540473430041,putradaniiii,https://twitter.com/putradaniiii/status/1732602540473430041,https://pbs.twimg.com/media/GAtw0u8aMAAaYFx.jpg,surabaya,surabaya,,
1989,Mon Dec 11 05:38:07 +0000 2023,1734085132506808354,@Heraloebss Orang2 kuat yg dukung Prabowo - Gibran kayaknya banyak yg abis kasus sama KPK tapi mandeg kelanjutannya,0,0,0,0,in,1191268020900941824,1734008598366408932,helmbiruku,https://twitter.com/helmbiruku/status/1734085132506808354,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
1990,Tue Dec 05 23:57:29 +0000 2023,1732187467544137995,Gibran Rakabuming Raka menanggapi Cak Imin yang berjanji mengembalikan independensi KPK. Prabowo-Gibran ingin KPK fokus pada pencegahan  bukan hanya penindakan kasus.,0,0,0,0,in,1676135678403571713,1732187467544137995,tatisuharti01,https://twitter.com/tatisuharti01/status/1732187467544137995,,madiun,madiun,,
1998,Sun Dec 10 05:22:10 +0000 2023,1733718729262047272,@herupurnom0 @gibran_tweet @cakimiNOW @aniesbaswedan Cara membaca hasil survei nya anda salah.  Persentase SUKA itu dari yang menjawab TAHU.  Di kasus prof MMD dari 64%an yg tahu beliau  sebanyak 75%an Suka.,0,2,0,0,in,24893875,1733705984345071961,ferrykoto,https://twitter.com/ferrykoto/status/1733718729262047272,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
1999,Tue Dec 12 13:50:44 +0000 2023,1734571491445076128,Wiranto ngomongin urgensi menyelesaikan kasus Prabowo masih diem aja  nggak mau klarifikasi? @Madridista_zack Gemoy Penculik TangkapPRABOWO https://t.co/ruqqbyQGfU,0,0,0,0,in,1712798654862647296,1734571491445076128,Firahandayanih,https://twitter.com/Firahandayanih/status/1734571491445076128,https://pbs.twimg.com/media/GBJvkyGb0AAp1mE.jpg,madiun,madiun,,
2000,Sun Dec 10 10:15:18 +0000 2023,1733792496852058425,Sebagai mantan panglima kopassus  prabowo harus bertanggung jawap atas kasus penculikan aktivis 1997-1998 @peterdian SerunyaBareng AyahbowoGibran https://t.co/1y4jFnB2LG,0,0,0,0,in,1712775231499350017,1733792496852058425,Arifandreas76,https://twitter.com/Arifandreas76/status/1733792496852058425,https://pbs.twimg.com/ext_tw_video_thumb/1733792433706844160/pu/img/sl4xYtZ6JgcOlYQ1.jpg,madiun,madiun,,
2002,Wed Dec 13 09:52:31 +0000 2023,1734873926860509626,"Kasus 5 tahunan  diulang2 seperti kaset kusut. Presiden pun sdh silih berganti  kalo emang salah  kenapa bs nyapres? https://t.co/JqiiqZmOTX #DebatCapres Prabowo""""",0,0,0,0,in,1683996766520090624,1734873926860509626,IndriSuhermann,https://twitter.com/IndriSuhermann/status/1734873926860509626,https://pbs.twimg.com/ext_tw_video_thumb/1734849567844401153/pu/img/KCPrYMF9qA0pCs4j.jpg,malang,malang,,
2003,Mon Dec 11 03:35:49 +0000 2023,1734054353189888413,tanyain aja ke hati paling dalam  prabowo tuh benar-benar bersih dari kasus? @HerultNasyiah https://t.co/Lzmd90KRs5,0,0,0,1,in,1712682978764349440,1734054353189888413,AndiniResyaa,https://twitter.com/AndiniResyaa/status/1734054353189888413,https://pbs.twimg.com/media/GBCZPbNaUAAS715.jpg,madiun,madiun,,
2004,Tue Dec 12 01:16:48 +0000 2023,1734381757389271353,Fix ya  wiranto sendiri yang bilang. Prabowo terbukti dalam kasus penculikan  BEM UGM TikTok Shop Morning Sunda Ginting Litbang Kompas https://t.co/6adA9oq2df,0,0,1,1,in,1344992219652997121,1734381757389271353,RokhanaSti,https://twitter.com/RokhanaSti/status/1734381757389271353,https://pbs.twimg.com/ext_tw_video_thumb/1734381202214461440/pu/img/oIcReJOgVFKfWbCM.jpg,"jember, jawa timur",jember,jawa timur,
2006,Mon Dec 11 03:17:33 +0000 2023,1734049756241137707,wah jangan main tuduh kasus korupsi dong  siapa tahu prabowo lagi diet finansial @CalistafiSihomb https://t.co/BxWXItVWVn,0,0,0,0,in,1712393339247656960,1734049756241137707,AngkasavS,https://twitter.com/AngkasavS/status/1734049756241137707,https://pbs.twimg.com/media/GBCVD6Ba8AAiic_.jpg,probolinggo,probolinggo,,
2007,Tue Dec 12 13:37:44 +0000 2023,1734568218013151524,Prabowo  dulu Panglima Kostrad  terlibat kasus penculikan Sekarang dianggap calon pemimpin? Serius nih? @maapgapeduli Gemoy Penculik TangkapPRABOWO https://t.co/YYcMSFJpm7,0,0,0,0,in,1716743749089591297,1734568218013151524,ishaqadyatama,https://twitter.com/ishaqadyatama/status/1734568218013151524,https://pbs.twimg.com/media/GBJsmRmbUAA7ZNO.jpg,pasuruan,pasuruan,,
2009,Tue Dec 12 10:03:51 +0000 2023,1734514394372214786,Prabowo seharusnya menyadari bahwa masyarakat mempertanyakan integritasnya sebagai calon presiden akibat kasus penculikan aktivis. @sriasihhsr  Gemoy Penculik https://t.co/Q2Mye25Zlz,0,0,0,0,in,1676981198407729152,1734514394372214786,saipulzae,https://twitter.com/saipulzae/status/1734514394372214786,https://pbs.twimg.com/media/GBI7pPvbAAATj0r.jpg,kediri,kediri,,
2013,Wed Dec 13 05:50:44 +0000 2023,1734813082634047609,@logos_id Untuk generasi baru  jika 3 kasus kejahatan HAM ini Prabowo terbukti bersalah maka seharusnya dari awal dia sudah diadili dan tidak 3x naik jadi Capres.,1,3,1,15,in,979790978,1734759788624658514,iamnicholasryan,https://twitter.com/iamnicholasryan/status/1734813082634047609,,malang,malang,,
2014,Thu Dec 07 17:18:23 +0000 2023,1732811807402959155,Ganjar Pranowo dan Mahfud MD punya rekam jejak bersih  bukan seperti Prabowo yang terlibat dalam kasus kontroversial. @kadang_peka  https://t.co/5xTLKIhoCU,0,0,0,0,in,1686055037687209984,1732811807402959155,tyaraaanggun,https://twitter.com/tyaraaanggun/status/1732811807402959155,,kediri,kediri,,
2016,Wed Dec 13 15:12:37 +0000 2023,1734954483250335918,"Kasus 5 tahunan  diulang2 seperti kaset kusut. Presiden pun sdh silih berganti  kalo emang salah  kenapa bs nyapres? https://t.co/yDzOs9Nnde #DebatCapres Prabowo"" ""Anies""""",0,0,0,0,in,1683998690984222722,1734954483250335918,LestariSuciptoo,https://twitter.com/LestariSuciptoo/status/1734954483250335918,https://pbs.twimg.com/ext_tw_video_thumb/1734849567844401153/pu/img/KCPrYMF9qA0pCs4j.jpg,malang,malang,,
2017,Tue Dec 12 15:35:27 +0000 2023,1734597841929314694,Kenapa ya Prabowo pura-pura ga' paham sama kasus MK? Sudah jelas-jelas disidangkan gitu @matchanyeoll Gemoy Penculik VisiPakbowo KeadilanYgPasti Jelas MasBowoGibran Tegas https://t.co/mECvG7qNwe,0,0,0,0,in,1713780873051721728,1734597841929314694,tiaraputribella,https://twitter.com/tiaraputribella/status/1734597841929314694,https://pbs.twimg.com/media/GBKHirTbQAAjHFl.jpg,kediri,kediri,,
2019,Sat Dec 09 01:01:48 +0000 2023,1733290818176483492,@peter_hari Prabowo tidak pernah dipidana dalam kasus apapun dan itu sudah jelas . Jiwa patriot merah putih tidak pernah lekang dari Prabowo.,0,0,0,2,in,598870355,1733262913673240972,jakfar87,https://twitter.com/jakfar87/status/1733290818176483492,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
2020,Wed Dec 06 08:17:37 +0000 2023,1732313330508013807,@Resty_J_Cayah @ancell03 @prabowo Dari 3 paslon harus diakui AMIN pilihan paling “aman” untuk pemilih. Alasannya : 1.AMIN belum tersandera kasus 2.Paslon 2 kental pengaruh jokowisme kita tau kan hasil jokowi slma 2 periode?hancur 3.Paslon 3 disokong PDIP yg arogan berkuasa selain dari paslonnya yg mencla-mencle,0,0,1,12,in,868004863,1732267975041032511,yanpanjie,https://twitter.com/yanpanjie/status/1732313330508013807,,"malang, jawa timur",malang,jawa timur,
2021,Tue Dec 12 14:02:41 +0000 2023,1734574497972523122,Kasus penculikan '98 harus terus dikejar  Prabowo harus dihukum. @FarelCraft  Gemoy Penculik #TangkapPrabowo #DebatCapres Jelas MasBowoGibran Tegas Visi PakBowo KeadilanYgPasti https://t.co/4ANN4T41Um,0,0,0,0,in,1714140578664062976,1734574497972523122,Andriianakbarr,https://twitter.com/Andriianakbarr/status/1734574497972523122,https://pbs.twimg.com/media/GBJyTzCaIAAzxk6.jpg,probolinggo,probolinggo,,
2022,Mon Dec 11 12:04:24 +0000 2023,1734182341550252339,Dukungan warga Jatim untuk Ganjar semakin kokoh karena dia dianggap sebagai pemimpin yang memiliki integritas tinggi  berbeda dengan Prabowo yang terlanjur terkenal dengan kasus-kasus kontroversial. @ygent_official https://t.co/m4QSEq5N6O,0,0,0,0,in,1695091817333813249,1734182341550252339,wendyyaldinni,https://twitter.com/wendyyaldinni/status/1734182341550252339,,malang,malang,,
2024,Tue Dec 12 15:57:36 +0000 2023,1734603414716465251,Pak Prabowo tidak punya ketegasan soal HAM. Keliatan dari jawabannya yang tidak pernah berupaya untuk menyelesaikan kasus. Ia hanya melemparkan kepada orang lain. @AimanArff  Gemoy Penculik  VisiPakbowo KeadilanYgPasti  Jelas MasBowoGibran Tegas https://t.co/BXhjlYEftz,0,0,0,0,in,1712788774953086977,1734603414716465251,AnandaDwitamiii,https://twitter.com/AnandaDwitamiii/status/1734603414716465251,https://pbs.twimg.com/media/GBKMnBUaAAAJSLV.jpg,probolinggo,probolinggo,,
2025,Sun Dec 10 08:06:55 +0000 2023,1733760190317806013,Prabowo  meski diidentikan dengan Gemoy  terlibat dalam kasus penculikan tahun 1998 yang meninggalkan bekas kelam @adelennnn  https://t.co/Hf7oKquWhc,0,0,0,0,in,1678349379839868929,1733760190317806013,indritri1156472,https://twitter.com/indritri1156472/status/1733760190317806013,,blitar,blitar,,
2026,Sat Dec 09 09:12:10 +0000 2023,1733414223630434604,@gusfauzan50 @basagita17 @saifulmujani @muchlis_ar @saidiman @saiful_mujani Yg jelas Prabowo tidak pernah jadi terpidana atas kasus kasus yang dituduhkan...,0,0,0,0,in,598870355,1733143038745288850,jakfar87,https://twitter.com/jakfar87/status/1733414223630434604,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
2029,Wed Dec 13 02:51:52 +0000 2023,1734768068587618661,@Miduk17 Yg bilang prabowo udah berubah suruh mandi kembang 7 rupa. Liat aja acara debat semalem nampak banget dia emosian kesal terutama ketika di tanya tentang pelanggaran ham dan kasus MK  😅😅😅,0,0,2,12,in,1314087531231637504,1734742794143727810,Daniel_Moreno77,https://twitter.com/Daniel_Moreno77/status/1734768068587618661,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
2031,Tue Dec 12 17:22:57 +0000 2023,1734624896645296356,@makmur_sodiq @ganjarpranowo @prabowo Mestinya ga usa sensi. Sampai skrg masih ada keluarga yg demo minta kejelasan kasus itu. Yg ditanya Pak Ganjar  kl jd Presiden mau mengurus dan membuat pengadilan ham utk itu apa tidaq? Mau bantu mencari makamnya apa tidak?? Kok jd sensiik bgt 🤣,0,1,0,1,in,1389247003192745989,1734612137694368190,MLipesik,https://twitter.com/MLipesik/status/1734624896645296356,,"kota surabaya, jawa timur",kota surabaya,jawa timur,
