full_text,text_clean,token,stop,stemmed,polarity_score,polarity
@Kimberley_2024 Ngaku Pendukung prabowo Gibran tapi gak berani minum asam folat berarti tanda ketololan berjamaah 😅 tebang pohon dan kayunya entah kemana  foodestate rahasia negara 😅,ngaku pendukung prabowo gibran tapi gak berani minum asam folat berarti tanda ketololan berjamaah tebang pohon dan kayunya entah kemana foodestate rahasia negara,"['ngaku', 'pendukung', 'prabowo', 'gibran', 'tapi', 'gak', 'berani', 'minum', 'asam', 'folat', 'berarti', 'tanda', 'ketololan', 'berjamaah', 'tebang', 'pohon', 'dan', 'kayunya', 'entah', 'kemana', 'foodestate', 'rahasia', 'negara']","['ngaku', 'pendukung', 'prabowo', 'gibran', 'gak', 'berani', 'minum', 'asam', 'folat', 'berarti', 'tanda', 'ketololan', 'berjamaah', 'tebang', 'pohon', 'kayunya', 'entah', 'foodestate', 'rahasia', 'negara']","['ngaku', 'dukung', 'prabowo', 'gibran', 'gak', 'berani', 'minum', 'asam', 'folat', 'arti', 'tanda', 'tolol', 'jamaah', 'tebang', 'pohon', 'kayu', 'entah', 'foodestate', 'rahasia', 'negara']",-14,negative
Kok gak diundang sih anak nepo sama @tvOneNews  ?  Jangan gitulah caranya  Gibran jg punya hak untuk tampil di acara ini  katanya idola Milenial &amp; sosok yg mewakili kaum muda  malah gak diundang https://t.co/Zgo5qzWQsd,kok gak diundang sih anak nepo sama jangan gitulah caranya gibran jg punya hak untuk tampil di acara ini katanya idola milenial amp sosok yg mewakili kaum muda malah gak diundang,"['kok', 'gak', 'diundang', 'sih', 'anak', 'nepo', 'sama', 'jangan', 'gitulah', 'caranya', 'gibran', 'jg', 'punya', 'hak', 'untuk', 'tampil', 'di', 'acara', 'ini', 'katanya', 'idola', 'milenial', 'amp', 'sosok', 'yg', 'mewakili', 'kaum', 'muda', 'malah', 'gak', 'diundang']","['kok', 'gak', 'diundang', 'sih', 'anak', 'nepo', 'sama', 'jangan', 'gitulah', 'caranya', 'gibran', 'jg', 'punya', 'hak', 'tampil', 'acara', 'katanya', 'idola', 'milenial', 'amp', 'sosok', 'yg', 'mewakili', 'kaum', 'muda', 'malah', 'gak', 'diundang']","['kok', 'gak', 'undang', 'sih', 'anak', 'nepo', 'sama', 'jangan', 'gitulah', 'cara', 'gibran', 'jg', 'punya', 'hak', 'tampil', 'acara', 'kata', 'idola', 'milenial', 'amp', 'sosok', 'yg', 'wakil', 'kaum', 'muda', 'malah', 'gak', 'undang']",-4,negative
@dapitnih @vaniepink Gibran masih kalah survey.. surveynya diulang terus,gibran masih kalah survey surveynya diulang terus,"['gibran', 'masih', 'kalah', 'survey', 'surveynya', 'diulang', 'terus']","['gibran', 'kalah', 'survey', 'surveynya', 'diulang', 'terus']","['gibran', 'kalah', 'survey', 'surveynya', 'ulang', 'terus']",-4,negative
Blimbing Sayur Gibran Rakabuming gak berani datang  takut dirujak dibikin sayur asam sulfat😅🤭🤭 https://t.co/2Q3xze4FvP,blimbing sayur gibran rakabuming gak berani datang takut dirujak dibikin sayur asam sulfat,"['blimbing', 'sayur', 'gibran', 'rakabuming', 'gak', 'berani', 'datang', 'takut', 'dirujak', 'dibikin', 'sayur', 'asam', 'sulfat']","['blimbing', 'sayur', 'gibran', 'rakabuming', 'gak', 'berani', 'datang', 'takut', 'dirujak', 'dibikin', 'sayur', 'asam', 'sulfat']","['blimbing', 'sayur', 'gibran', 'rakabuming', 'gak', 'berani', 'datang', 'takut', 'rujak', 'bikin', 'sayur', 'asam', 'sulfat']",-9,negative
GOOOOO !!! https://t.co/vPFSS9ONiW,gooooo,['gooooo'],['gooooo'],['gooooo'],0,positive
Calon lain berdebat tentang cara meraih SUARA Milenial Dan Gen Z di forum kaku. Lalu  merasa lebih ngerti tentang Generasi ini .  GIBRAN BE LIKE ; https://t.co/mz20oroEpT,calon lain berdebat tentang cara meraih suara milenial dan gen di forum kaku lalu merasa lebih ngerti tentang generasi ini gibran be like,"['calon', 'lain', 'berdebat', 'tentang', 'cara', 'meraih', 'suara', 'milenial', 'dan', 'gen', 'di', 'forum', 'kaku', 'lalu', 'merasa', 'lebih', 'ngerti', 'tentang', 'generasi', 'ini', 'gibran', 'be', 'like']","['calon', 'berdebat', 'cara', 'meraih', 'suara', 'milenial', 'gen', 'forum', 'kaku', 'lalu', 'merasa', 'lebih', 'ngerti', 'generasi', 'gibran', 'be', 'like']","['calon', 'debat', 'cara', 'raih', 'suara', 'milenial', 'gen', 'forum', 'kaku', 'lalu', 'rasa', 'lebih', 'ngerti', 'generasi', 'gibran', 'be', 'like']",4,positive
Mantap Peningkatan Ekonomi Solo Di Bawah Walikota Gibran  #GibranMendengar https://t.co/AiKqywB7Qn,mantap peningkatan ekonomi solo di bawah walikota gibran,"['mantap', 'peningkatan', 'ekonomi', 'solo', 'di', 'bawah', 'walikota', 'gibran']","['mantap', 'peningkatan', 'ekonomi', 'solo', 'bawah', 'walikota', 'gibran']","['mantap', 'tingkat', 'ekonomi', 'solo', 'bawah', 'walikota', 'gibran']",8,positive
#GibranMendengar sebagai pemimpin baliau juga mendengarkan keluh kesah masyarakat  @gibran_tweet https://t.co/v2bMfOzapY,sebagai pemimpin baliau juga mendengarkan keluh kesah masyarakat,"['sebagai', 'pemimpin', 'baliau', 'juga', 'mendengarkan', 'keluh', 'kesah', 'masyarakat']","['pemimpin', 'baliau', 'mendengarkan', 'keluh', 'kesah', 'masyarakat']","['pimpin', 'baliau', 'dengar', 'keluh', 'kesah', 'masyarakat']",4,positive
Prabowo Bandingkan Gibran dengan Jenderal Soedirman  https://t.co/qwn5xlqHLP,prabowo bandingkan gibran dengan jenderal soedirman,"['prabowo', 'bandingkan', 'gibran', 'dengan', 'jenderal', 'soedirman']","['prabowo', 'bandingkan', 'gibran', 'jenderal', 'soedirman']","['prabowo', 'banding', 'gibran', 'jenderal', 'soedirman']",0,positive
Nonton #DebatCapres2023 cuma nungguin Gibran ngomong. Siapa yg sama hayoo😂,nonton cuma nungguin gibran ngomong siapa yg sama hayoo,"['nonton', 'cuma', 'nungguin', 'gibran', 'ngomong', 'siapa', 'yg', 'sama', 'hayoo']","['nonton', 'cuma', 'nungguin', 'gibran', 'ngomong', 'siapa', 'yg', 'sama', 'hayoo']","['nonton', 'cuma', 'nungguin', 'gibran', 'ngomong', 'siapa', 'yg', 'sama', 'hayoo']",-2,negative
gibran,gibran,['gibran'],['gibran'],['gibran'],0,positive
la ndi @gibran_tweet https://t.co/Ccs8AExeJ1,la ndi,"['la', 'ndi']","['la', 'ndi']","['la', 'ndi']",0,positive
Hujan   susu coklat panas   Gibran Alcorcer 🎹 🤍,hujan susu coklat panas gibran alcorcer,"['hujan', 'susu', 'coklat', 'panas', 'gibran', 'alcorcer']","['hujan', 'susu', 'coklat', 'panas', 'gibran', 'alcorcer']","['hujan', 'susu', 'coklat', 'panas', 'gibran', 'alcorcer']",-4,negative
@jacobs_beu @nongandah @gibran_tweet Memang punya rasa itu? Lawong etika aja dilanggar.. awowowoookkkkk,memang punya rasa itu lawong etika aja dilanggar awowowoookkkkk,"['memang', 'punya', 'rasa', 'itu', 'lawong', 'etika', 'aja', 'dilanggar', 'awowowoookkkkk']","['memang', 'punya', 'rasa', 'lawong', 'etika', 'aja', 'dilanggar', 'awowowoookkkkk']","['memang', 'punya', 'rasa', 'lawong', 'etika', 'aja', 'langgar', 'awowowoookkkkk']",4,positive
Keberanian Gibran dalam membawa perubahan dinilai positif oleh masyarakat Surabaya. @Faizulabid14  https://t.co/NGCglyO2Ji,keberanian gibran dalam membawa perubahan dinilai positif oleh masyarakat surabaya,"['keberanian', 'gibran', 'dalam', 'membawa', 'perubahan', 'dinilai', 'positif', 'oleh', 'masyarakat', 'surabaya']","['keberanian', 'gibran', 'membawa', 'perubahan', 'dinilai', 'positif', 'masyarakat', 'surabaya']","['berani', 'gibran', 'bawa', 'ubah', 'nilai', 'positif', 'masyarakat', 'surabaya']",7,positive
Prabowo-Gibran Unggul Signifikan dari Pesaingnya Berdasarkan Survei Litbang Kompas https://t.co/FhRbicWW0k,prabowogibran unggul signifikan dari pesaingnya berdasarkan survei litbang kompas,"['prabowogibran', 'unggul', 'signifikan', 'dari', 'pesaingnya', 'berdasarkan', 'survei', 'litbang', 'kompas']","['prabowogibran', 'unggul', 'signifikan', 'pesaingnya', 'berdasarkan', 'survei', 'litbang', 'kompas']","['prabowogibran', 'unggul', 'signifikan', 'saing', 'dasar', 'survei', 'litbang', 'kompas']",-3,negative
@gibran_tweet Salam 🤟🤟🤟 https://t.co/ETOEsaUglX,salam,['salam'],['salam'],['salam'],0,positive
@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd Amin,amin,['amin'],['amin'],['amin'],0,positive
KGB SURABAYA SELALU HOREG  SEBAGAI SEMANGAT TUK CALON PRESIDEN R I 2024. 2029  PRABOWO  GIBRAN https://t.co/GbWZc5FeX3,kgb surabaya selalu horeg sebagai semangat tuk calon presiden prabowo gibran,"['kgb', 'surabaya', 'selalu', 'horeg', 'sebagai', 'semangat', 'tuk', 'calon', 'presiden', 'prabowo', 'gibran']","['kgb', 'surabaya', 'selalu', 'horeg', 'semangat', 'tuk', 'calon', 'presiden', 'prabowo', 'gibran']","['kgb', 'surabaya', 'selalu', 'horeg', 'semangat', 'tuk', 'calon', 'presiden', 'prabowo', 'gibran']",6,positive
Pada Desember 2023 ini survei menemukan pasangan nomor urut 2 Prabowo-Gibran itu tingkat elektabilitasnya atau dukungan masyarakat ada di angka 45 6 persen #PSGibranSemakinDiDepan https://t.co/pAhB8cilWE,pada desember ini survei menemukan pasangan nomor urut prabowogibran itu tingkat elektabilitasnya atau dukungan masyarakat ada di angka persen,"['pada', 'desember', 'ini', 'survei', 'menemukan', 'pasangan', 'nomor', 'urut', 'prabowogibran', 'itu', 'tingkat', 'elektabilitasnya', 'atau', 'dukungan', 'masyarakat', 'ada', 'di', 'angka', 'persen']","['desember', 'survei', 'menemukan', 'pasangan', 'nomor', 'urut', 'prabowogibran', 'tingkat', 'elektabilitasnya', 'dukungan', 'masyarakat', 'angka', 'persen']","['desember', 'survei', 'temu', 'pasang', 'nomor', 'urut', 'prabowogibran', 'tingkat', 'elektabilitasnya', 'dukung', 'masyarakat', 'angka', 'persen']",13,positive
Prabowo pilih Gibran  apakah ini langkah revolusioner atau malah menuju teater politik? @simple_dong  https://t.co/oHkWao6Yk0,prabowo pilih gibran apakah ini langkah revolusioner atau malah menuju teater politik,"['prabowo', 'pilih', 'gibran', 'apakah', 'ini', 'langkah', 'revolusioner', 'atau', 'malah', 'menuju', 'teater', 'politik']","['prabowo', 'pilih', 'gibran', 'langkah', 'revolusioner', 'malah', 'menuju', 'teater', 'politik']","['prabowo', 'pilih', 'gibran', 'langkah', 'revolusioner', 'malah', 'tuju', 'teater', 'politik']",2,positive
Ini beneran ya? Trus klo nunggu arahan pak Jokowi. Gibran ini sebagai ap ya? https://t.co/srLBvj3Bnk,ini beneran ya trus klo nunggu arahan pak jokowi gibran ini sebagai ap ya,"['ini', 'beneran', 'ya', 'trus', 'klo', 'nunggu', 'arahan', 'pak', 'jokowi', 'gibran', 'ini', 'sebagai', 'ap', 'ya']","['beneran', 'trus', 'klo', 'nunggu', 'arahan', 'pak', 'jokowi', 'gibran', 'ap']","['beneran', 'trus', 'klo', 'nunggu', 'arah', 'pak', 'jokowi', 'gibran', 'ap']",1,positive
Jika membandingkan data elektabilitas per paslon dengan hasil survei sebelumnya pada Oktober. Menurutnya  paslon Prabowo-Gibran dan AMIN mengalami peningkatan suara  sedangkan Ganjar-Mahfud cenderung menurun #PSGibranSemakinDiDepan https://t.co/ZKypNnHqjM,jika membandingkan data elektabilitas per paslon dengan hasil survei sebelumnya pada oktober menurutnya paslon prabowogibran dan amin mengalami peningkatan suara sedangkan ganjarmahfud cenderung menurun,"['jika', 'membandingkan', 'data', 'elektabilitas', 'per', 'paslon', 'dengan', 'hasil', 'survei', 'sebelumnya', 'pada', 'oktober', 'menurutnya', 'paslon', 'prabowogibran', 'dan', 'amin', 'mengalami', 'peningkatan', 'suara', 'sedangkan', 'ganjarmahfud', 'cenderung', 'menurun']","['membandingkan', 'data', 'elektabilitas', 'per', 'paslon', 'hasil', 'survei', 'sebelumnya', 'oktober', 'menurutnya', 'paslon', 'prabowogibran', 'amin', 'mengalami', 'peningkatan', 'suara', 'ganjarmahfud', 'cenderung', 'menurun']","['banding', 'data', 'elektabilitas', 'per', 'paslon', 'hasil', 'survei', 'belum', 'oktober', 'turut', 'paslon', 'prabowogibran', 'amin', 'alami', 'tingkat', 'suara', 'ganjarmahfud', 'cenderung', 'turun']",-8,negative
Keberpihakan pada rakyat yang nyata  seperti yang diterapkan oleh Gibran  menciptakan pemimpin yang dapat dipegang teguh oleh masyarakat @atet21102083  https://t.co/0zPyr7zgw2,keberpihakan pada rakyat yang nyata seperti yang diterapkan oleh gibran menciptakan pemimpin yang dapat dipegang teguh oleh masyarakat,"['keberpihakan', 'pada', 'rakyat', 'yang', 'nyata', 'seperti', 'yang', 'diterapkan', 'oleh', 'gibran', 'menciptakan', 'pemimpin', 'yang', 'dapat', 'dipegang', 'teguh', 'oleh', 'masyarakat']","['keberpihakan', 'rakyat', 'nyata', 'diterapkan', 'gibran', 'menciptakan', 'pemimpin', 'dipegang', 'teguh', 'masyarakat']","['pihak', 'rakyat', 'nyata', 'terap', 'gibran', 'cipta', 'pimpin', 'pegang', 'teguh', 'masyarakat']",-3,negative
syarat dukung Gibran itu harus absen ya! https://t.co/zYUFrpo8Gd,syarat dukung gibran itu harus absen ya,"['syarat', 'dukung', 'gibran', 'itu', 'harus', 'absen', 'ya']","['syarat', 'dukung', 'gibran', 'absen']","['syarat', 'dukung', 'gibran', 'absen']",1,positive
Dalam survei menemukan bahwa pasangan nomor 2 Prabowo-Gibran itu angka elektabilitasnya atau dukungan masyarakatnya ada di 45 6%. Kemudian disusul oleh Ganjar-Mahfud 23 8%  Anies-Muhaimin yaitu 22 3%  #PSGibranSemakinDiDepan https://t.co/ZKypNnHqjM,dalam survei menemukan bahwa pasangan nomor prabowogibran itu angka elektabilitasnya atau dukungan masyarakatnya ada di kemudian disusul oleh ganjarmahfud aniesmuhaimin yaitu,"['dalam', 'survei', 'menemukan', 'bahwa', 'pasangan', 'nomor', 'prabowogibran', 'itu', 'angka', 'elektabilitasnya', 'atau', 'dukungan', 'masyarakatnya', 'ada', 'di', 'kemudian', 'disusul', 'oleh', 'ganjarmahfud', 'aniesmuhaimin', 'yaitu']","['survei', 'menemukan', 'pasangan', 'nomor', 'prabowogibran', 'angka', 'elektabilitasnya', 'dukungan', 'masyarakatnya', 'kemudian', 'disusul', 'ganjarmahfud', 'aniesmuhaimin']","['survei', 'temu', 'pasang', 'nomor', 'prabowogibran', 'angka', 'elektabilitasnya', 'dukung', 'masyarakat', 'kemudian', 'susul', 'ganjarmahfud', 'aniesmuhaimin']",10,positive
Wah serius tanpa Gibran debat ini jadi hambar https://t.co/32Zi58GI7j,wah serius tanpa gibran debat ini jadi hambar,"['wah', 'serius', 'tanpa', 'gibran', 'debat', 'ini', 'jadi', 'hambar']","['wah', 'serius', 'gibran', 'debat', 'jadi', 'hambar']","['wah', 'serius', 'gibran', 'debat', 'jadi', 'hambar']",-6,negative
Prabowo-Gibran dianggap sebagai simbol harapan baru bagi masyarakat Surabaya. @flownsparks  https://t.co/zX4NONMDOS,prabowogibran dianggap sebagai simbol harapan baru bagi masyarakat surabaya,"['prabowogibran', 'dianggap', 'sebagai', 'simbol', 'harapan', 'baru', 'bagi', 'masyarakat', 'surabaya']","['prabowogibran', 'dianggap', 'simbol', 'harapan', 'baru', 'masyarakat', 'surabaya']","['prabowogibran', 'anggap', 'simbol', 'harap', 'baru', 'masyarakat', 'surabaya']",0,positive
Masyarakat Jateng yakin bahwa Prabowo-Gibran dapat menciptakan lapangan kerja yang lebih banyak. @masmauw  https://t.co/9frtRR3DxV,masyarakat jateng yakin bahwa prabowogibran dapat menciptakan lapangan kerja yang lebih banyak,"['masyarakat', 'jateng', 'yakin', 'bahwa', 'prabowogibran', 'dapat', 'menciptakan', 'lapangan', 'kerja', 'yang', 'lebih', 'banyak']","['masyarakat', 'jateng', 'yakin', 'prabowogibran', 'menciptakan', 'lapangan', 'kerja', 'lebih', 'banyak']","['masyarakat', 'jateng', 'yakin', 'prabowogibran', 'cipta', 'lapang', 'kerja', 'lebih', 'banyak']",9,positive
Semakin kokoh. @prabowo @gibran_tweet . ⚖️ 👨‍⚖️ https://t.co/NrSZaPvF3K,semakin kokoh,"['semakin', 'kokoh']","['semakin', 'kokoh']","['makin', 'kokoh']",2,positive
Ahmad dhani kampanye PRABOWO GIBRAN 🫰🫰🫰🫰🫰🫰🫰 https://t.co/Vz0okM4TeL,ahmad dhani kampanye prabowo gibran,"['ahmad', 'dhani', 'kampanye', 'prabowo', 'gibran']","['ahmad', 'dhani', 'kampanye', 'prabowo', 'gibran']","['ahmad', 'dhani', 'kampanye', 'prabowo', 'gibran']",3,positive
@zy_zy_its_me @prabowo @gibran_tweet Asem di gunung  Garam di Laut. Asamsulfat bingung  mau debat kalang kabut. 🤭🥱😴 https://t.co/70tn2cyCph,asem di gunung garam di laut asamsulfat bingung mau debat kalang kabut,"['asem', 'di', 'gunung', 'garam', 'di', 'laut', 'asamsulfat', 'bingung', 'mau', 'debat', 'kalang', 'kabut']","['asem', 'gunung', 'garam', 'laut', 'asamsulfat', 'bingung', 'mau', 'debat', 'kalang', 'kabut']","['asem', 'gunung', 'garam', 'laut', 'asamsulfat', 'bingung', 'mau', 'debat', 'kalang', 'kabut']",5,positive
Dari sudut hati  mantan Kades Cirebon suarakan dukungan untuk Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/yb4vecHJFH,dari sudut hati mantan kades cirebon suarakan dukungan untuk prabowogibran purnakuwu dukungpragibs,"['dari', 'sudut', 'hati', 'mantan', 'kades', 'cirebon', 'suarakan', 'dukungan', 'untuk', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['sudut', 'hati', 'mantan', 'kades', 'cirebon', 'suarakan', 'dukungan', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['sudut', 'hati', 'mantan', 'kades', 'cirebon', 'suara', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",2,positive
Mantan Kades di Cirebon solid  pilih Prabowo-Gibran untuk kesejahteraan!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/MGJEcqNexM,mantan kades di cirebon solid pilih prabowogibran untuk kesejahteraan purnakuwu dukungpragibs,"['mantan', 'kades', 'di', 'cirebon', 'solid', 'pilih', 'prabowogibran', 'untuk', 'kesejahteraan', 'purnakuwu', 'dukungpragibs']","['mantan', 'kades', 'cirebon', 'solid', 'pilih', 'prabowogibran', 'kesejahteraan', 'purnakuwu', 'dukungpragibs']","['mantan', 'kades', 'cirebon', 'solid', 'pilih', 'prabowogibran', 'sejahtera', 'purnakuwu', 'dukungpragibs']",-5,negative
Cirebon solidaritas! Mantan kades dan lurah dukung Prabowo-Gibran tanpa ragu! 💪👥   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/wBPVuEOuzz,cirebon solidaritas mantan kades dan lurah dukung prabowogibran tanpa ragu purnakuwu dukungpragibs,"['cirebon', 'solidaritas', 'mantan', 'kades', 'dan', 'lurah', 'dukung', 'prabowogibran', 'tanpa', 'ragu', 'purnakuwu', 'dukungpragibs']","['cirebon', 'solidaritas', 'mantan', 'kades', 'lurah', 'dukung', 'prabowogibran', 'ragu', 'purnakuwu', 'dukungpragibs']","['cirebon', 'solidaritas', 'mantan', 'kades', 'lurah', 'dukung', 'prabowogibran', 'ragu', 'purnakuwu', 'dukungpragibs']",-2,negative
Prabowo-Gibran  memastikan setiap kebijakan tetap berpihak pada nilai-nilai kemanusiaan.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/aUM5os1D3v,prabowogibran memastikan setiap kebijakan tetap berpihak pada nilainilai kemanusiaan purnakuwu dukungpragibs,"['prabowogibran', 'memastikan', 'setiap', 'kebijakan', 'tetap', 'berpihak', 'pada', 'nilainilai', 'kemanusiaan', 'purnakuwu', 'dukungpragibs']","['prabowogibran', 'memastikan', 'kebijakan', 'tetap', 'berpihak', 'nilainilai', 'kemanusiaan', 'purnakuwu', 'dukungpragibs']","['prabowogibran', 'pasti', 'bijak', 'tetap', 'pihak', 'nilainilai', 'manusia', 'purnakuwu', 'dukungpragibs']",5,positive
Pemimpin lokal yakin  Prabowo-Gibran memiliki strategi hebat untuk menjaga keamanan.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/ClOkNe5Pxm,pemimpin lokal yakin prabowogibran memiliki strategi hebat untuk menjaga keamanan purnakuwu dukungpragibs,"['pemimpin', 'lokal', 'yakin', 'prabowogibran', 'memiliki', 'strategi', 'hebat', 'untuk', 'menjaga', 'keamanan', 'purnakuwu', 'dukungpragibs']","['pemimpin', 'lokal', 'yakin', 'prabowogibran', 'memiliki', 'strategi', 'hebat', 'menjaga', 'keamanan', 'purnakuwu', 'dukungpragibs']","['pimpin', 'lokal', 'yakin', 'prabowogibran', 'milik', 'strategi', 'hebat', 'jaga', 'aman', 'purnakuwu', 'dukungpragibs']",3,positive
Prabowo-Gibran  pilihan yang diakui oleh ratusan mantan kades dan lurah di Cirebon.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/Ci4pPhXRhc,prabowogibran pilihan yang diakui oleh ratusan mantan kades dan lurah di cirebon purnakuwu dukungpragibs,"['prabowogibran', 'pilihan', 'yang', 'diakui', 'oleh', 'ratusan', 'mantan', 'kades', 'dan', 'lurah', 'di', 'cirebon', 'purnakuwu', 'dukungpragibs']","['prabowogibran', 'pilihan', 'diakui', 'ratusan', 'mantan', 'kades', 'lurah', 'cirebon', 'purnakuwu', 'dukungpragibs']","['prabowogibran', 'pilih', 'aku', 'ratus', 'mantan', 'kades', 'lurah', 'cirebon', 'purnakuwu', 'dukungpragibs']",-4,negative
Kontribusi penting dalam membangun kemenangan Prabowo-Gibran di tingkat lokal.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/RKeS5ltXmn,kontribusi penting dalam membangun kemenangan prabowogibran di tingkat lokal purnakuwu dukungpragibs,"['kontribusi', 'penting', 'dalam', 'membangun', 'kemenangan', 'prabowogibran', 'di', 'tingkat', 'lokal', 'purnakuwu', 'dukungpragibs']","['kontribusi', 'penting', 'membangun', 'kemenangan', 'prabowogibran', 'tingkat', 'lokal', 'purnakuwu', 'dukungpragibs']","['kontribusi', 'penting', 'bangun', 'menang', 'prabowogibran', 'tingkat', 'lokal', 'purnakuwu', 'dukungpragibs']",-1,negative
Prabowo-Gibran  garda terdepan dalam memperjuangkan hak asasi manusia di Indonesia.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/FNg3rm3ytL,prabowogibran garda terdepan dalam memperjuangkan hak asasi manusia di indonesia purnakuwu dukungpragibs,"['prabowogibran', 'garda', 'terdepan', 'dalam', 'memperjuangkan', 'hak', 'asasi', 'manusia', 'di', 'indonesia', 'purnakuwu', 'dukungpragibs']","['prabowogibran', 'garda', 'terdepan', 'memperjuangkan', 'hak', 'asasi', 'manusia', 'indonesia', 'purnakuwu', 'dukungpragibs']","['prabowogibran', 'garda', 'depan', 'juang', 'hak', 'asasi', 'manusia', 'indonesia', 'purnakuwu', 'dukungpragibs']",6,positive
Deklarasi hebat dari mantan kepala desa: Prabowo-Gibran mendapat dukungan utama di Cirebon!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/MzvdSue5eb,deklarasi hebat dari mantan kepala desa prabowogibran mendapat dukungan utama di cirebon purnakuwu dukungpragibs,"['deklarasi', 'hebat', 'dari', 'mantan', 'kepala', 'desa', 'prabowogibran', 'mendapat', 'dukungan', 'utama', 'di', 'cirebon', 'purnakuwu', 'dukungpragibs']","['deklarasi', 'hebat', 'mantan', 'kepala', 'desa', 'prabowogibran', 'mendapat', 'dukungan', 'utama', 'cirebon', 'purnakuwu', 'dukungpragibs']","['deklarasi', 'hebat', 'mantan', 'kepala', 'desa', 'prabowogibran', 'dapat', 'dukung', 'utama', 'cirebon', 'purnakuwu', 'dukungpragibs']",-2,negative
Ratusan mantan kades dan lurah di Cirebon memberikan dukungan penuh untuk Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/x1B0Z21kCu,ratusan mantan kades dan lurah di cirebon memberikan dukungan penuh untuk prabowogibran purnakuwu dukungpragibs,"['ratusan', 'mantan', 'kades', 'dan', 'lurah', 'di', 'cirebon', 'memberikan', 'dukungan', 'penuh', 'untuk', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['ratusan', 'mantan', 'kades', 'lurah', 'cirebon', 'memberikan', 'dukungan', 'penuh', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['ratus', 'mantan', 'kades', 'lurah', 'cirebon', 'beri', 'dukung', 'penuh', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",1,positive
Dukungan mantan Kades membuktikan Prabowo-Gibran sebagai pilihan yang tepat untuk memimpin.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/kVB5kJPpMn,dukungan mantan kades membuktikan prabowogibran sebagai pilihan yang tepat untuk memimpin purnakuwu dukungpragibs,"['dukungan', 'mantan', 'kades', 'membuktikan', 'prabowogibran', 'sebagai', 'pilihan', 'yang', 'tepat', 'untuk', 'memimpin', 'purnakuwu', 'dukungpragibs']","['dukungan', 'mantan', 'kades', 'membuktikan', 'prabowogibran', 'pilihan', 'tepat', 'memimpin', 'purnakuwu', 'dukungpragibs']","['dukung', 'mantan', 'kades', 'bukti', 'prabowogibran', 'pilih', 'tepat', 'pimpin', 'purnakuwu', 'dukungpragibs']",-4,negative
Dukungan utuh  mantan Kades Cirebon pilih Prabowo-Gibran! https://t.co/FhsCsgNcco,dukungan utuh mantan kades cirebon pilih prabowogibran,"['dukungan', 'utuh', 'mantan', 'kades', 'cirebon', 'pilih', 'prabowogibran']","['dukungan', 'utuh', 'mantan', 'kades', 'cirebon', 'pilih', 'prabowogibran']","['dukung', 'utuh', 'mantan', 'kades', 'cirebon', 'pilih', 'prabowogibran']",-1,negative
Berwibawa dan memotivasi: Prabowo-Gibran  pemimpin yang selalu mendorong peningkatan kualitas hidup rakyat.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/DevkqZV0LS,berwibawa dan memotivasi prabowogibran pemimpin yang selalu mendorong peningkatan kualitas hidup rakyat purnakuwu dukungpragibs,"['berwibawa', 'dan', 'memotivasi', 'prabowogibran', 'pemimpin', 'yang', 'selalu', 'mendorong', 'peningkatan', 'kualitas', 'hidup', 'rakyat', 'purnakuwu', 'dukungpragibs']","['berwibawa', 'memotivasi', 'prabowogibran', 'pemimpin', 'selalu', 'mendorong', 'peningkatan', 'kualitas', 'hidup', 'rakyat', 'purnakuwu', 'dukungpragibs']","['wibawa', 'motivasi', 'prabowogibran', 'pimpin', 'selalu', 'dorong', 'tingkat', 'kualitas', 'hidup', 'rakyat', 'purnakuwu', 'dukungpragibs']",3,positive
